time,node,load,active_sessions,cpu,mem,latency,lag1,lag2,hour,hour_sin,hour_cos
133.0,1.0,30.0,4.0,30.0,37.37781036168133,33.0,67.0,64.0,14.0,-0.4999999999999997,-0.8660254037844388
134.0,1.0,86.0,13.0,86.0,95.83333333333334,38.0,30.0,67.0,14.0,-0.4999999999999997,-0.8660254037844388
137.0,1.0,58.0,10.0,58.0,93.85386119257088,30.0,86.0,30.0,14.0,-0.4999999999999997,-0.8660254037844388
137.0,1.0,35.0,3.0,35.0,7.820136852394917,41.0,58.0,86.0,14.0,-0.4999999999999997,-0.8660254037844388
146.0,1.0,42.0,5.0,42.0,21.34652981427175,21.0,35.0,58.0,14.0,-0.4999999999999997,-0.8660254037844388
150.0,1.0,36.0,8.0,36.0,94.3670576735093,46.0,42.0,35.0,14.0,-0.4999999999999997,-0.8660254037844388
154.0,1.0,20.0,4.0,20.0,56.31720430107527,25.0,36.0,42.0,14.0,-0.4999999999999997,-0.8660254037844388
155.0,1.0,52.0,7.0,52.0,54.17888563049853,44.0,20.0,36.0,14.0,-0.4999999999999997,-0.8660254037844388
158.0,1.0,77.0,12.0,77.0,88.55083088954056,16.0,52.0,20.0,14.0,-0.4999999999999997,-0.8660254037844388
166.0,1.0,78.0,11.0,78.0,71.82306940371457,43.0,77.0,52.0,14.0,-0.4999999999999997,-0.8660254037844388
2.0,2.0,81.0,10.0,81.0,54.99755620723362,49.0,81.0,81.0,12.0,1.2246467991473532e-16,-1.0
4.0,2.0,26.0,3.0,26.0,26.307429130009773,30.0,81.0,81.0,12.0,1.2246467991473532e-16,-1.0
13.0,2.0,24.0,2.0,24.0,6.744868035190615,13.0,26.0,81.0,12.0,1.2246467991473532e-16,-1.0
13.0,2.0,62.0,9.0,62.0,75.61094819159335,45.0,24.0,26.0,12.0,1.2246467991473532e-16,-1.0
15.0,2.0,89.0,13.0,89.0,99.31573802541544,47.0,62.0,24.0,12.0,1.2246467991473532e-16,-1.0
16.0,2.0,51.0,8.0,51.0,68.15738025415445,38.0,89.0,62.0,12.0,1.2246467991473532e-16,-1.0
22.0,2.0,52.0,9.0,52.0,79.72873900293254,42.0,51.0,89.0,12.0,1.2246467991473532e-16,-1.0
28.0,2.0,41.0,7.0,41.0,61.253665689149564,27.0,52.0,51.0,12.0,1.2246467991473532e-16,-1.0
29.0,2.0,55.0,6.0,55.0,14.540566959921799,5.0,41.0,52.0,12.0,1.2246467991473532e-16,-1.0
30.0,2.0,31.0,6.0,31.0,76.75953079178885,19.0,55.0,41.0,12.0,1.2246467991473532e-16,-1.0
31.0,2.0,16.0,4.0,16.0,58.62658846529815,16.0,31.0,55.0,12.0,1.2246467991473532e-16,-1.0
36.0,2.0,70.0,7.0,70.0,18.866080156402738,45.0,16.0,31.0,12.0,1.2246467991473532e-16,-1.0
39.0,2.0,60.0,10.0,60.0,98.17937438905182,26.0,70.0,16.0,12.0,1.2246467991473532e-16,-1.0
51.0,2.0,46.0,8.0,46.0,72.00635386119258,39.0,60.0,70.0,12.0,1.2246467991473532e-16,-1.0
55.0,2.0,25.648612826634547,9.0,22.18916769598073,91.83921052654824,11.0,46.0,60.0,12.0,1.2246467991473532e-16,-1.0
56.0,2.0,77.0,8.0,77.0,24.58455522971652,21.0,17.0,46.0,12.0,1.2246467991473532e-16,-1.0
59.0,2.0,29.0,5.0,29.0,47.10410557184751,21.0,77.0,17.0,12.0,1.2246467991473532e-16,-1.0
59.0,2.0,36.0,5.0,36.0,35.26392961876833,17.0,29.0,77.0,12.0,1.2246467991473532e-16,-1.0
59.0,2.0,41.0,6.0,41.0,39.23509286412512,7.0,36.0,29.0,12.0,1.2246467991473532e-16,-1.0
62.0,2.0,26.324424525927824,8.0,22.594654715556697,80.30601614468198,38.0,41.0,36.0,13.0,-0.2588190451025208,-0.9659258262890683
62.0,2.0,59.0,9.0,59.0,64.77272727272727,49.0,17.0,41.0,13.0,-0.2588190451025208,-0.9659258262890683
63.0,2.0,86.0,9.0,86.0,19.403714565004886,12.0,59.0,17.0,13.0,-0.2588190451025208,-0.9659258262890683
69.0,2.0,10.0,3.0,10.0,58.49217986314761,10.0,86.0,59.0,13.0,-0.2588190451025208,-0.9659258262890683
69.0,2.0,46.0,5.0,46.0,27.174975562072333,32.0,10.0,86.0,13.0,-0.2588190451025208,-0.9659258262890683
70.0,2.0,86.0,10.0,86.0,47.49511241446726,12.0,46.0,10.0,13.0,-0.2588190451025208,-0.9659258262890683
73.0,2.0,38.0,5.0,38.0,29.521016617790814,20.0,86.0,46.0,13.0,-0.2588190451025208,-0.9659258262890683
76.0,2.0,86.0,10.0,86.0,37.891006842619745,6.0,38.0,86.0,13.0,-0.2588190451025208,-0.9659258262890683
77.0,2.0,34.24227986239022,9.0,29.34536791743413,69.64520129001963,15.0,86.0,38.0,13.0,-0.2588190451025208,-0.9659258262890683
84.0,2.0,24.162810327757796,6.0,19.297686196654677,31.25808600793596,6.0,22.0,86.0,13.0,-0.2588190451025208,-0.9659258262890683
84.0,2.0,60.0,10.0,60.0,91.32453567937439,24.0,12.0,22.0,13.0,-0.2588190451025208,-0.9659258262890683
89.0,2.0,23.0,2.0,23.0,13.282013685239491,28.0,60.0,12.0,13.0,-0.2588190451025208,-0.9659258262890683
91.0,2.0,22.0,4.0,22.0,39.49169110459433,33.0,23.0,60.0,13.0,-0.2588190451025208,-0.9659258262890683
94.0,2.0,48.0,6.0,48.0,33.33333333333333,25.0,22.0,23.0,13.0,-0.2588190451025208,-0.9659258262890683
98.0,2.0,23.622926310983175,5.0,21.373755786589903,28.53216172673931,24.0,48.0,22.0,13.0,-0.2588190451025208,-0.9659258262890683
104.0,2.0,47.0,8.0,47.0,76.78396871945259,10.0,18.0,48.0,13.0,-0.2588190451025208,-0.9659258262890683
104.0,2.0,13.0,5.0,13.0,92.0576735092864,29.0,47.0,18.0,13.0,-0.2588190451025208,-0.9659258262890683
110.0,2.0,85.0,12.0,85.0,70.10019550342132,13.0,13.0,47.0,13.0,-0.2588190451025208,-0.9659258262890683
112.0,2.0,86.0,11.0,86.0,49.767839687194524,14.0,85.0,13.0,13.0,-0.2588190451025208,-0.9659258262890683
113.0,2.0,81.0,11.0,81.0,67.59530791788856,27.0,86.0,85.0,13.0,-0.2588190451025208,-0.9659258262890683
113.0,2.0,52.0,8.0,52.0,60.312805474095796,15.0,81.0,86.0,13.0,-0.2588190451025208,-0.9659258262890683
114.0,2.0,18.166942885860635,6.0,14.900165731516381,54.78192866949577,30.0,52.0,81.0,13.0,-0.2588190451025208,-0.9659258262890683
116.0,2.0,79.0,11.0,79.0,80.6329423264907,44.0,10.0,52.0,13.0,-0.2588190451025208,-0.9659258262890683
117.0,2.0,25.0,6.0,25.0,72.67839687194527,45.0,79.0,10.0,13.0,-0.2588190451025208,-0.9659258262890683
118.0,2.0,47.0,5.0,47.0,23.936950146627566,34.0,25.0,79.0,13.0,-0.2588190451025208,-0.9659258262890683
118.0,2.0,66.0,7.0,66.0,14.442815249266863,24.0,47.0,25.0,13.0,-0.2588190451025208,-0.9659258262890683
125.0,2.0,60.0,9.0,60.0,77.10166177908113,21.0,66.0,47.0,14.0,-0.4999999999999997,-0.8660254037844388
125.0,2.0,87.0,12.0,87.0,76.20967741935483,16.0,60.0,66.0,14.0,-0.4999999999999997,-0.8660254037844388
126.0,2.0,55.0,8.0,55.0,67.96187683284457,14.0,87.0,60.0,14.0,-0.4999999999999997,-0.8660254037844388
129.0,2.0,54.0,6.0,54.0,15.73802541544477,46.0,55.0,87.0,14.0,-0.4999999999999997,-0.8660254037844388
132.0,2.0,19.0,6.0,19.0,92.8030303030303,23.0,54.0,55.0,14.0,-0.4999999999999997,-0.8660254037844388
139.0,2.0,61.0,7.0,61.0,18.536168132942326,28.0,19.0,54.0,14.0,-0.4999999999999997,-0.8660254037844388
150.0,2.0,45.0,8.0,45.0,73.8147605083089,17.0,61.0,19.0,14.0,-0.4999999999999997,-0.8660254037844388
154.0,2.0,34.0,7.0,34.0,82.75904203323559,38.0,45.0,61.0,14.0,-0.4999999999999997,-0.8660254037844388
164.0,2.0,81.0,9.0,81.0,18.31622678396872,9.0,34.0,45.0,14.0,-0.4999999999999997,-0.8660254037844388
166.0,2.0,89.0,9.0,89.0,6.598240469208211,17.0,81.0,34.0,14.0,-0.4999999999999997,-0.8660254037844388
8.0,3.0,15.0,3.0,15.0,46.89638318670577,7.0,15.0,15.0,12.0,1.2246467991473532e-16,-1.0
10.0,3.0,69.0,9.0,69.0,49.30351906158358,42.0,15.0,15.0,12.0,1.2246467991473532e-16,-1.0
21.0,3.0,51.0,9.0,51.0,89.90713587487781,27.0,69.0,15.0,12.0,1.2246467991473532e-16,-1.0
25.0,3.0,72.0,7.0,72.0,11.204789833822092,45.0,51.0,69.0,12.0,1.2246467991473532e-16,-1.0
25.0,3.0,53.0,10.0,53.0,95.54007820136853,31.0,72.0,51.0,12.0,1.2246467991473532e-16,-1.0
27.0,3.0,81.0,11.0,81.0,62.74437927663734,31.0,53.0,72.0,12.0,1.2246467991473532e-16,-1.0
32.0,3.0,37.0,8.0,37.0,99.86559139784946,27.0,81.0,53.0,12.0,1.2246467991473532e-16,-1.0
34.0,3.0,13.0,5.0,13.0,80.25415444770283,42.0,37.0,81.0,12.0,1.2246467991473532e-16,-1.0
37.0,3.0,43.0,7.0,43.0,72.21407624633432,19.0,13.0,37.0,12.0,1.2246467991473532e-16,-1.0
39.0,3.0,74.0,8.0,74.0,21.02883675464321,41.0,43.0,13.0,12.0,1.2246467991473532e-16,-1.0
40.0,3.0,55.0,9.0,55.0,77.08944281524927,48.0,74.0,43.0,12.0,1.2246467991473532e-16,-1.0
40.0,3.0,65.0,10.0,65.0,84.68963831867057,31.0,55.0,74.0,12.0,1.2246467991473532e-16,-1.0
40.0,3.0,82.0,9.0,82.0,26.209677419354836,33.0,65.0,55.0,12.0,1.2246467991473532e-16,-1.0
46.0,3.0,43.0,9.0,43.0,99.36461388074291,27.0,82.0,65.0,12.0,1.2246467991473532e-16,-1.0
55.0,3.0,45.0,5.0,45.0,25.391006842619745,42.0,43.0,82.0,12.0,1.2246467991473532e-16,-1.0
57.0,3.0,89.0,13.0,89.0,93.47507331378299,36.0,45.0,43.0,12.0,1.2246467991473532e-16,-1.0
58.0,3.0,69.0,9.0,69.0,43.64613880742913,24.0,89.0,45.0,12.0,1.2246467991473532e-16,-1.0
58.0,3.0,30.0,6.0,30.0,61.98680351906158,31.0,69.0,89.0,12.0,1.2246467991473532e-16,-1.0
60.0,3.0,81.0,12.0,81.0,90.89687194525904,8.0,30.0,69.0,13.0,-0.2588190451025208,-0.9659258262890683
64.0,3.0,35.0,4.0,35.0,25.427663734115345,16.0,81.0,30.0,13.0,-0.2588190451025208,-0.9659258262890683
65.0,3.0,26.0,5.0,26.0,57.881231671554254,6.0,35.0,81.0,13.0,-0.2588190451025208,-0.9659258262890683
66.0,3.0,21.54468402960334,4.0,18.926810417762006,25.210737736963527,34.0,26.0,35.0,13.0,-0.2588190451025208,-0.9659258262890683
67.0,3.0,61.0,10.0,61.0,91.97214076246334,14.0,15.0,26.0,13.0,-0.2588190451025208,-0.9659258262890683
71.0,3.0,33.51577845092775,9.0,28.909467070556648,68.76809046150501,17.0,61.0,15.0,13.0,-0.2588190451025208,-0.9659258262890683
74.0,3.0,75.0,8.0,75.0,12.29227761485826,33.0,22.0,61.0,13.0,-0.2588190451025208,-0.9659258262890683
75.0,3.0,33.0,6.0,33.0,58.63880742913001,17.0,75.0,22.0,13.0,-0.2588190451025208,-0.9659258262890683
75.0,3.0,34.0,6.0,34.0,62.035679374389055,19.0,33.0,75.0,13.0,-0.2588190451025208,-0.9659258262890683
76.0,3.0,71.0,7.0,71.0,11.999022482893452,32.0,34.0,33.0,13.0,-0.2588190451025208,-0.9659258262890683
81.0,3.0,76.0,10.0,76.0,55.16862170087976,44.0,71.0,34.0,13.0,-0.2588190451025208,-0.9659258262890683
82.0,3.0,51.0,7.0,51.0,49.621212121212125,20.0,76.0,71.0,13.0,-0.2588190451025208,-0.9659258262890683
87.0,3.0,37.0,4.0,37.0,10.960410557184751,16.0,51.0,76.0,13.0,-0.2588190451025208,-0.9659258262890683
89.0,3.0,58.0,8.0,58.0,49.80449657869013,43.0,37.0,51.0,13.0,-0.2588190451025208,-0.9659258262890683
97.0,3.0,54.0,8.0,54.0,58.99315738025416,41.0,58.0,37.0,13.0,-0.2588190451025208,-0.9659258262890683
100.0,3.0,54.0,7.0,54.0,50.08553274682307,6.0,54.0,58.0,13.0,-0.2588190451025208,-0.9659258262890683
100.0,3.0,78.0,12.0,78.0,88.12316715542522,11.0,54.0,54.0,13.0,-0.2588190451025208,-0.9659258262890683
103.0,3.0,57.0,10.0,57.0,88.90518084066471,19.0,78.0,54.0,13.0,-0.2588190451025208,-0.9659258262890683
106.0,3.0,70.0,10.0,70.0,67.43646138807429,30.0,57.0,78.0,13.0,-0.2588190451025208,-0.9659258262890683
109.0,3.0,26.243217029939572,6.0,21.745930217963743,20.18643637209313,7.0,70.0,57.0,13.0,-0.2588190451025208,-0.9659258262890683
111.0,3.0,54.0,6.0,54.0,25.32991202346041,31.0,15.0,70.0,13.0,-0.2588190451025208,-0.9659258262890683
122.0,3.0,79.0,10.0,79.0,46.33431085043988,16.0,54.0,15.0,14.0,-0.4999999999999997,-0.8660254037844388
122.0,3.0,40.0,8.0,40.0,86.76686217008798,31.0,79.0,54.0,14.0,-0.4999999999999997,-0.8660254037844388
126.0,3.0,46.680278706533095,12.0,41.20816722391986,85.17641255788206,38.0,40.0,79.0,14.0,-0.4999999999999997,-0.8660254037844388
138.0,3.0,29.0,4.0,29.0,23.057184750733136,9.0,33.0,40.0,14.0,-0.4999999999999997,-0.8660254037844388
147.0,3.0,19.21887673828601,6.0,15.931326042971605,45.66291726422936,17.0,29.0,33.0,14.0,-0.4999999999999997,-0.8660254037844388
148.0,3.0,40.0,7.0,40.0,73.11827956989248,28.0,11.0,29.0,14.0,-0.4999999999999997,-0.8660254037844388
153.0,3.0,51.0,9.0,51.0,84.88514173998045,29.0,40.0,11.0,14.0,-0.4999999999999997,-0.8660254037844388
0.0,4.0,57.0,9.0,57.0,83.2355816226784,9.0,57.0,57.0,12.0,1.2246467991473532e-16,-1.0
6.0,4.0,74.0,11.0,74.0,73.76588465298143,42.0,57.0,57.0,12.0,1.2246467991473532e-16,-1.0
9.0,4.0,45.0,7.0,45.0,53.2258064516129,47.0,74.0,57.0,12.0,1.2246467991473532e-16,-1.0
10.0,4.0,79.0,8.0,79.0,9.05425219941349,40.0,45.0,74.0,12.0,1.2246467991473532e-16,-1.0
14.0,4.0,35.0,4.0,35.0,24.865591397849464,41.0,79.0,45.0,12.0,1.2246467991473532e-16,-1.0
22.0,4.0,20.0,5.0,20.0,75.08553274682306,33.0,35.0,79.0,12.0,1.2246467991473532e-16,-1.0
25.0,4.0,63.0,8.0,63.0,42.631964809384165,7.0,20.0,35.0,12.0,1.2246467991473532e-16,-1.0
32.0,4.0,34.0,6.0,34.0,71.85972629521017,32.0,63.0,20.0,12.0,1.2246467991473532e-16,-1.0
36.0,4.0,29.0,7.0,29.0,85.80156402737047,17.0,34.0,63.0,12.0,1.2246467991473532e-16,-1.0
37.0,4.0,31.0,6.0,31.0,63.95405669599218,14.0,29.0,34.0,12.0,1.2246467991473532e-16,-1.0
40.0,4.0,52.0,6.0,52.0,35.60606060606061,9.0,31.0,29.0,12.0,1.2246467991473532e-16,-1.0
40.0,4.0,74.0,10.0,74.0,64.03958944281524,34.0,52.0,31.0,12.0,1.2246467991473532e-16,-1.0
46.0,4.0,77.0,10.0,77.0,54.28885630498533,46.0,74.0,52.0,12.0,1.2246467991473532e-16,-1.0
52.0,4.0,88.0,12.0,88.0,83.18670576735093,34.0,77.0,74.0,12.0,1.2246467991473532e-16,-1.0
55.0,4.0,69.0,8.0,69.0,27.993646138807428,28.0,88.0,77.0,12.0,1.2246467991473532e-16,-1.0
56.0,4.0,10.0,5.0,10.0,90.35923753665689,25.0,69.0,88.0,12.0,1.2246467991473532e-16,-1.0
56.0,4.0,83.0,10.0,83.0,38.660801564027366,19.0,10.0,69.0,12.0,1.2246467991473532e-16,-1.0
58.0,4.0,33.0,7.0,33.0,76.0752688172043,8.0,83.0,10.0,12.0,1.2246467991473532e-16,-1.0
61.0,4.0,41.0,6.0,41.0,40.09042033235581,15.0,33.0,83.0,13.0,-0.2588190451025208,-0.9659258262890683
65.0,4.0,19.0,3.0,19.0,35.52052785923754,44.0,41.0,33.0,13.0,-0.2588190451025208,-0.9659258262890683
68.0,4.0,38.0,5.0,38.0,41.64222873900293,25.0,19.0,41.0,13.0,-0.2588190451025208,-0.9659258262890683
68.0,4.0,57.0,9.0,57.0,68.41397849462365,10.0,38.0,19.0,13.0,-0.2588190451025208,-0.9659258262890683
76.0,4.0,47.0,6.0,47.0,44.59921798631476,33.0,57.0,38.0,13.0,-0.2588190451025208,-0.9659258262890683
78.0,4.0,57.0,10.0,57.0,86.3147605083089,37.0,47.0,57.0,13.0,-0.2588190451025208,-0.9659258262890683
84.0,4.0,86.0,8.0,86.0,6.414956011730205,27.0,57.0,47.0,13.0,-0.2588190451025208,-0.9659258262890683
85.0,4.0,29.0,5.0,29.0,47.27517106549365,12.0,86.0,57.0,13.0,-0.2588190451025208,-0.9659258262890683
86.0,4.0,41.78568766962187,8.0,36.67141260177313,37.07908445201297,17.0,29.0,86.0,13.0,-0.2588190451025208,-0.9659258262890683
88.0,4.0,41.470817476634444,7.0,36.082490485980664,28.88539443933413,26.0,29.0,29.0,13.0,-0.2588190451025208,-0.9659258262890683
95.0,4.0,75.0,10.0,75.0,51.39296187683284,24.0,28.0,29.0,13.0,-0.2588190451025208,-0.9659258262890683
96.0,4.0,50.0,6.0,50.0,22.226295210166178,14.0,75.0,28.0,13.0,-0.2588190451025208,-0.9659258262890683
98.0,4.0,77.0,12.0,77.0,86.69354838709677,12.0,50.0,75.0,13.0,-0.2588190451025208,-0.9659258262890683
103.0,4.0,49.74415395932681,12.0,43.846492375596085,78.97928426212759,40.0,77.0,50.0,13.0,-0.2588190451025208,-0.9659258262890683
